RA	Dec	JP11	LID	n_LID	U	B	V	R	I	J	K	L	M	N	H	ref	_RA	_DE
089.9837475	+45.9367356	  1294	 1.00040239	V	 7.800	 5.970	 4.250	 2.560	 1.080	 0.300	-0.850	-1.080	      	      	      	8029	089.98375	+45.93674
089.9302875	+37.2125853	  1295	 1.00040312	D	 2.360	 2.540	 2.620	 2.620	 2.680	 2.730	 2.750	      	      	      	      	8029	089.93029	+37.21259
089.3288872	-27.3315172	  1296	 1.00040402	 	10.200	 9.540	 8.610	 7.870	 7.350	      	      	      	      	      	      	8153	089.32889	-27.33152
088.5252289	-63.0896272	  1297	 1.00040409	 	      	      	      	 3.840	 3.340	      	      	      	      	      	      	8037	088.52523	-63.08963
089.3842083	-35.2832797	  1298	 1.00040494	 	 3.520	 4.180	 4.360	 4.430	 4.600	 4.670	 4.800	      	      	      	      	8029	089.38421	-35.28328
089.7679697	-09.5582503	  1299	 1.00040536	 	 5.360	 5.160	 4.960	 4.860	 4.770	      	      	      	      	      	      	8041	089.76797	-09.55825
089.7679697	-09.5582503	  1299	 1.00040536	 	 5.400	 5.230	 5.030	 4.880	 4.790	      	      	      	      	      	      	8121	089.76797	-09.55825
090.0648261	+08.9561778	  1301	 1.00040602	 	 8.390	 8.270	 7.900	 7.650	 7.440	      	      	      	      	      	      	8121	090.06483	+08.95618
090.0139558	-03.0742536	  1302	 1.00040657	 	 6.950	 5.740	 4.520	 3.590	 2.920	 2.340	 1.540	      	      	      	      	8029	090.01396	-03.07425
089.7866889	-42.8151356	  1303	 1.00040808	 	 6.180	 5.100	 3.960	 3.140	 2.560	 2.130	 1.470	      	      	      	      	8029	089.78669	-42.81514
090.4600906	-10.5979306	  1304	 1.00040967	 	 4.240	 4.820	 4.940	 4.970	 5.060	      	      	      	      	      	      	8029	090.46009	-10.59793
091.0300208	+23.2633778	  1305	 1.00041116	 	 5.540	 5.020	 4.150	 3.470	 3.020	 2.710	 2.130	      	      	      	      	8029	091.03002	+23.26338
090.9799372	+20.1384519	  1306	 1.00041117	 	 4.240	 4.910	 4.630	 4.320	 4.100	 4.070	 3.910	 3.760	      	      	      	8029	090.97994	+20.13845
090.9799372	+20.1384519	  1306	 1.00041117	 	 4.240	 4.910	 4.630	 4.320	 4.100	 4.040	 3.860	 3.710	      	      	      	8137	090.97994	+20.13845
091.0562558	-06.7089414	  1308	 1.00041335	 	      	      	      	 5.100	 5.070	      	      	      	      	      	      	8049	091.05626	-06.70894
091.0562558	-06.7089414	  1308	 1.00041335	 	      	      	      	      	      	      	 4.690	 4.190	      	      	 4.960	8111	091.05626	-06.70894
091.0562558	-06.7089414	  1308	 1.00041335	 	 4.340	 5.140	 5.210	 5.080	 5.060	      	      	      	      	      	      	8062	091.05626	-06.70894
091.0562558	-06.7089414	  1308	 1.00041335	 	 4.220	 5.110	 5.180	 5.110	 5.070	      	      	      	      	      	      	8062	091.05626	-06.70894
091.0562558	-06.7089414	  1308	 1.00041335	 	 4.330	 5.150	 5.210	 5.130	 5.100	      	      	      	      	      	      	8062	091.05626	-06.70894
091.0562558	-06.7089414	  1308	 1.00041335	 	 4.340	 5.160	 5.230	 5.180	 5.130	      	      	      	      	      	      	8062	091.05626	-06.70894
091.2463717	-16.4844347	  1314	 1.00041511	 	      	      	      	      	      	      	 1.590	 0.930	      	      	 1.920	8111	091.24637	-16.48443
091.2463717	-16.4844347	  1314	 1.00041511	 	      	      	      	      	      	      	 1.600	 0.890	      	      	 1.970	8142	091.24637	-16.48443
091.5388492	-14.9352542	  1316	 1.00041695	 	 4.720	 4.720	 4.670	 4.580	 4.580	      	      	      	      	      	      	8029	091.53885	-14.93525
091.4397897	-24.1955708	  1317	 1.00041698	 	      	 8.380	 6.780	 4.100	 1.730	      	      	      	      	      	      	8050	091.43979	-24.19557
091.8930206	+14.7684717	  1318	 1.00041753	 	 3.600	 4.270	 4.420	 4.480	 4.640	      	      	      	      	      	      	8029	091.89302	+14.76847
091.8930206	+14.7684717	  1318	 1.00041753	 	 3.650	 4.270	 4.420	 4.480	      	      	      	      	      	      	      	8083	091.89302	+14.76847
092.1991125	+25.6455972	  1320	 1.00041890	 	11.030	 9.190	 7.550	 6.000	 4.590	 3.770	 2.620	 2.450	      	      	 2.860	8057	092.19911	+25.64560
091.7652939	-34.3120206	  1321	 1.00042054	 	      	      	      	 5.810	 5.890	      	      	      	      	      	      	8049	091.76529	-34.31202
091.7652939	-34.3120206	  1321	 1.00042054	 	 5.150	 5.710	 5.830	 5.810	 5.890	      	      	      	      	      	      	8062	091.76529	-34.31202
091.7652939	-34.3120206	  1321	 1.00042054	 	 5.110	 5.690	 5.810	 5.750	 5.790	      	      	      	      	      	      	8062	091.76529	-34.31202
091.7652939	-34.3120206	  1321	 1.00042054	 	 5.160	 5.710	 5.840	 5.880	 5.970	      	      	      	      	      	      	8062	091.76529	-34.31202
091.7652939	-34.3120206	  1321	 1.00042054	 	 5.180	 5.720	 5.870	 5.890	 6.000	      	      	      	      	      	      	8062	091.76529	-34.31202
091.6710025	-42.2988042	  1326	 1.00042078	 	 6.510	 6.380	 6.120	 5.940	 5.800	      	      	      	      	      	      	8041	091.67100	-42.29880
091.6710025	-42.2988042	  1326	 1.00042078	 	 6.490	 6.380	 6.130	 5.950	 5.810	      	      	      	      	      	      	8121	091.67100	-42.29880
092.2412642	+02.4996922	  1328	 1.00042111	 	      	      	      	      	      	      	 5.350	 5.050	      	      	 5.380	8111	092.24126	+02.49969
092.9843711	+23.2070586	  1329	 1.00042474	V	10.240	 9.200	 7.380	 5.580	 4.040	 3.050	 1.860	 1.560	      	      	 2.170	8057	092.98437	+23.20706
092.9843711	+23.2070586	  1329	 1.00042474	V	      	      	      	      	      	      	 1.830	 1.580	      	      	 2.070	8142	092.98437	+23.20706
092.9843711	+23.2070586	  1329	 1.00042474	V	 9.360	 8.940	 7.150	 5.460	 3.950	      	      	      	      	      	      	8123	092.98437	+23.20706
092.9843711	+23.2070586	  1329	 1.00042474	V	10.230	 9.190	 7.380	 5.570	 4.040	      	      	      	      	      	      	8123	092.98437	+23.20706
092.9642250	+21.8682342	  1333	 1.00042475	 	10.580	 8.810	 6.560	 4.650	 3.170	 2.200	 0.940	 0.540	      	      	 1.200	8057	092.96422	+21.86823
091.7641233	-62.1545806	  1334	 1.00042540	 	      	      	      	 4.140	 3.500	      	      	      	      	      	      	8037	091.76412	-62.15458
093.0795767	+22.9085142	  1335	 1.00042543	 	11.110	 8.630	 6.390	 4.550	 3.070	 2.230	 0.980	 0.620	      	      	 1.280	8057	093.07958	+22.90851
093.0136647	+16.1304061	  1336	 1.00042545	 	 4.210	 4.800	 4.920	 4.940	 5.080	      	      	      	      	      	      	8029	093.01366	+16.13041
092.9849825	+14.2087650	  1337	 1.00042560	 	 3.650	 4.310	 4.480	 4.530	 4.690	 4.810	 4.940	 5.010	      	      	      	8029	092.98498	+14.20876
092.6442308	-21.8646431	  1338	 1.00042581	 	      	      	      	      	      	      	 4.120	 4.000	      	      	 4.300	8130	092.64423	-21.86464
092.6442308	-21.8646431	  1338	 1.00042581	 	      	      	      	      	      	 5.095	 4.215	 4.205	      	      	 4.405	8149	092.64423	-21.86464
094.7115714	+69.3197872	  1340	 1.00042818	 	 4.830	 4.830	 4.800	 4.730	 4.740	      	      	      	      	      	      	8029	094.71157	+69.31979
092.5746206	-54.9686447	  1341	 1.00042933	 	      	      	      	 4.860	 5.120	      	      	      	      	      	      	8037	092.57462	-54.96864
093.7194050	+22.5067989	  1342	 1.00042995	V	 6.550	 4.890	 3.280	 1.790	 0.480	-0.230	-1.310	      	      	      	      	8029	093.71940	+22.50680
093.8445381	+29.4980761	  1343	 1.00043039	 	 6.170	 5.360	 4.350	 3.550	 3.010	 2.590	 1.940	      	      	      	      	8029	093.84454	+29.49808
093.8445381	+29.4980761	  1343	 1.00043039	 	      	      	      	      	      	 2.590	 1.940	      	      	      	      	8134	093.84454	+29.49808
093.7138872	-06.2747761	  1345	 1.00043232	 	 6.690	 5.270	 3.960	 2.990	 2.350	 1.830	 1.050	      	      	      	      	8029	093.71389	-06.27478
093.7138872	-06.2747761	  1345	 1.00043232	 	      	      	      	      	      	 1.840	 1.020	 0.960	      	      	 1.190	8132	093.71389	-06.27478
094.3943594	+46.4239531	  1347	 1.00043244	 	 6.880	 6.790	 6.520	 6.250	 6.110	      	      	      	      	      	      	8029	094.39436	+46.42395
094.0793575	+23.9700269	  1348	 1.00043261	 	 7.610	 6.990	 6.090	 5.400	 4.910	      	      	      	      	      	      	8029	094.07936	+23.97003
094.9057783	+59.0109644	  1349	 1.00043378	 	 4.520	 4.490	 4.480	 4.420	 4.430	      	      	      	      	      	      	8029	094.90578	+59.01096
094.2446064	+23.7409092	  1350	 1.00043384	 	 6.310	 6.700	 6.250	 5.780	 5.380	      	      	      	      	      	      	8029	094.24461	+23.74091
093.9370256	-13.7184139	  1351	 1.00043445	 	 4.680	 4.920	 5.010	 4.990	 5.040	      	      	      	      	      	      	8029	093.93703	-13.71841
092.8124275	-65.5894175	  1352	 1.00043455	 	      	      	      	 3.510	 2.270	      	      	      	      	      	      	8037	092.81243	-65.58942
094.0320456	-16.6180064	  1353	 1.00043544	 	 4.890	 5.720	 5.890	 5.950	 6.050	      	      	      	      	      	      	8049	094.03205	-16.61801
094.0320456	-16.6180064	  1353	 1.00043544	 	 5.020	 5.770	 5.920	 5.930	 6.060	      	      	      	      	      	      	8062	094.03205	-16.61801
094.0320456	-16.6180064	  1353	 1.00043544	 	 4.890	 5.700	 5.860	 5.890	 5.960	      	      	      	      	      	      	8062	094.03205	-16.61801
094.0320456	-16.6180064	  1353	 1.00043544	 	 4.990	 5.770	 5.920	 5.970	 6.100	      	      	      	      	      	      	8062	094.03205	-16.61801
094.0320456	-16.6180064	  1353	 1.00043544	 	 5.060	 5.790	 5.960	 6.020	 6.180	      	      	      	      	      	      	8062	094.03205	-16.61801
094.7487756	+23.0011342	  1358	 1.00043753	 	      	 8.190	 7.890	 7.540	 7.300	      	      	      	      	      	      	8054	094.74878	+23.00113
094.1380656	-35.1405186	  1359	 1.00043785	 	 6.200	 5.370	 4.370	 3.640	 3.130	 2.820	 2.220	      	      	      	      	8029	094.13807	-35.14052
092.5603064	-74.7530453	  1360	 1.00043834	 	 6.140	 5.810	 5.090	 4.480	 4.160	      	      	      	      	      	      	8029	092.56031	-74.75305
094.8438456	+23.2745075	  1361	 1.00043836	 	      	      	      	      	      	      	 5.520	      	      	      	 5.490	8111	094.84385	+23.27451
095.2013997	+05.7406000	  1362	 1.00044213	 	11.920	 9.960	 8.040	 6.100	 4.460	 3.510	 2.210	 1.950	      	      	 2.520	8057	095.20140	+05.74060
095.4948667	+14.3089639	  1363	 1.00044351	 	      	      	      	      	      	      	 8.080	      	      	      	 8.090	8111	095.49487	+14.30896
095.0783022	-30.0633672	  1364	 1.00044402	 	 2.120	 2.840	 3.020	 3.070	 3.250	      	      	      	      	      	      	8029	095.07830	-30.06337
095.3529806	-11.7732381	  1365	 1.00044458	 	 4.620	 5.470	 5.490	 5.380	 5.340	      	      	      	      	      	      	8049	095.35298	-11.77324
095.3529806	-11.7732381	  1365	 1.00044458	 	 4.790	 5.570	 5.580	 5.470	 5.440	      	      	      	      	      	      	8062	095.35298	-11.77324
095.3529806	-11.7732381	  1365	 1.00044458	 	 4.760	 5.580	 5.570	 5.330	 5.170	      	      	      	      	      	      	8049	095.35298	-11.77324
095.3529806	-11.7732381	  1365	 1.00044458	 	 4.660	 5.540	 5.520	 5.360	 5.320	      	      	      	      	      	      	8062	095.35298	-11.77324
095.3529806	-11.7732381	  1365	 1.00044458	 	 4.740	 5.560	 5.540	 5.360	 5.330	      	      	      	      	      	      	8062	095.35298	-11.77324
095.3529806	-11.7732381	  1365	 1.00044458	 	 4.760	 5.560	 5.550	 5.350	 5.290	      	      	      	      	      	      	8062	095.35298	-11.77324
095.7401125	+22.5135858	  1371	 1.00044478	 	 6.370	 4.510	 2.870	 1.300	-0.080	-0.800	-1.890	      	      	      	      	8029	095.74011	+22.51359
095.7401125	+22.5135858	  1371	 1.00044478	 	 6.370	 4.510	 2.870	 1.300	-0.080	-0.730	-1.850	-2.030	      	      	-1.590	8057	095.74011	+22.51359
096.2245947	+49.2878931	  1373	 1.00044537	 	 8.850	 6.670	 4.750	 3.350	 2.280	 1.510	 0.500	 0.200	      	      	 0.700	8057	096.22459	+49.28789
096.6076544	+56.2850961	  1374	 1.00044691	 	 6.000	 5.880	 5.640	 5.420	 5.320	      	      	      	      	      	      	8029	096.60765	+56.28510
095.6749389	-17.9559178	  1375	 1.00044743	 	 0.770	 1.730	 1.970	 2.110	 2.350	 2.530	 2.660	      	      	      	      	8029	095.67494	-17.95592
095.6749389	-17.9559178	  1375	 1.00044743	 	      	      	      	      	      	 2.530	 2.650	      	      	      	 2.620	8132	095.67494	-17.95592
095.5284514	-33.4364000	  1377	 1.00044762	 	 5.250	 4.730	 3.850	 3.180	 2.710	 2.410	 1.870	      	      	      	      	8029	095.52845	-33.43640
095.9420231	+04.5928650	  1378	 1.00044769	D	 4.650	 4.510	 4.310	 4.120	 4.020	      	      	      	      	      	      	8029	095.94202	+04.59286
095.7240344	-33.6146036	  1379	 1.00044896	 	      	      	      	      	      	 4.620	 3.670	      	      	      	 3.860	8154	095.72403	-33.61460
096.3673908	+14.7219922	  1380	 1.00044984	V	12.070	 8.570	 6.230	 4.400	 3.120	 2.100	 0.700	      	      	      	      	8029	096.36739	+14.72199
096.5798000	+07.9744583	  1381	 1.00045166	 	      	      	      	      	      	      	 9.280	      	      	      	      	8111	096.57980	+07.97446
095.7326094	-56.3699694	  1382	 1.00045229	 	 5.990	 5.850	 5.590	 5.400	 5.250	      	      	      	      	      	      	8041	095.73261	-56.36997
095.7326094	-56.3699694	  1382	 1.00045229	 	 5.980	 5.860	 5.600	 5.400	 5.260	      	      	      	      	      	      	8121	095.73261	-56.36997
095.9879581	-52.6956606	  1384	 1.00045348	 	      	-0.600	-0.750	-0.990	-1.190	-1.130	-1.310	      	      	      	      	8029	095.98796	-52.69566
095.9879581	-52.6956606	  1384	 1.00045348	 	      	      	      	-0.970	-1.130	      	      	      	      	      	      	8037	095.98796	-52.69566
095.9879581	-52.6956606	  1384	 1.00045348	 	      	      	      	      	      	-1.150	-1.300	-1.350	      	      	-1.240	8132	095.98796	-52.69566
097.2407781	+20.2121331	  1387	 1.00045542	 	 3.510	 4.000	 4.140	 4.170	 4.280	      	      	      	      	      	      	8029	097.24078	+20.21213
097.0725922	-13.0530936	  1388	 1.00045677	 	 7.860	 8.520	 8.500	 8.110	 8.010	      	      	      	      	      	      	8062	097.07259	-13.05309
097.0725922	-13.0530936	  1388	 1.00045677	 	      	      	      	      	      	      	 4.620	 2.150	      	      	 6.490	8111	097.07259	-13.05309
097.2004167	-07.0325000	  1390	 1.00045725	D	 2.870	 3.610	 3.760	 3.770	 3.930	      	      	      	      	      	      	8029	097.20042	-07.03250
097.2004167	-07.0325000	  1390	 1.00045725	D	      	      	      	      	      	      	 3.760	 3.660	      	      	 3.860	8111	097.20042	-07.03250
097.0425331	-32.5800706	  1392	 1.00045813	 	 3.700	 4.310	 4.480	 4.540	 4.700	 4.710	 4.930	      	      	      	      	8029	097.04253	-32.58007
097.1635125	-32.3712792	  1393	 1.00045871	 	      	      	      	      	      	      	 5.990	      	      	      	 6.060	8111	097.16351	-32.37128
097.6372400	+05.8669994	  1394	 1.00045910	 	      	      	      	      	      	      	 4.420	 4.120	      	      	 4.640	8111	097.63724	+05.86700
097.6372400	+05.8669994	  1394	 1.00045910	 	      	      	      	      	      	      	 4.490	 4.070	      	      	 4.760	8142	097.63724	+05.86700
097.6372400	+05.8669994	  1394	 1.00045910	 	 6.790	 7.210	 6.870	 6.280	 5.720	      	      	      	      	      	      	8062	097.63724	+05.86700
097.6372400	+05.8669994	  1394	 1.00045910	 	 6.550	 7.150	 6.820	 6.370	 5.770	      	      	      	      	      	      	8062	097.63724	+05.86700
097.6372400	+05.8669994	  1394	 1.00045910	 	 6.590	 7.200	 6.870	 6.280	 5.780	      	      	      	      	      	      	8062	097.63724	+05.86700
097.3004422	-40.3802594	  1399	 1.00046040	 	      	      	      	      	      	 5.920	 5.180	      	      	      	 5.300	8154	097.30044	-40.38026
098.0631547	-07.4080047	  1400	 1.00046283	 	 7.670	 7.520	 7.270	 7.080	 6.950	      	      	      	      	      	      	8121	098.06315	-07.40800
098.2259472	+07.3329650	  1401	 1.00046300	 	 4.320	 4.500	 4.500	 4.400	 4.360	      	      	      	      	      	      	8029	098.22595	+07.33296
098.2259472	+07.3329650	  1401	 1.00046300	 	      	      	      	      	      	      	 4.240	      	      	      	 4.230	8111	098.22595	+07.33296
098.1953067	-11.1663814	  1403	 1.00046407	 	 8.120	 7.350	 6.240	 5.490	 5.010	 4.600	 4.030	      	      	      	      	8029	098.19531	-11.16638
098.1953067	-11.1663814	  1403	 1.00046407	 	      	      	      	      	      	 4.610	 4.000	      	      	      	 4.100	8154	098.19531	-11.16638
099.1368183	+38.4455000	  1405	 1.00046687	 	      	 7.890	 5.290	 3.320	 1.890	 0.930	-0.710	      	      	      	      	8029	099.13682	+38.44550
098.7641175	-22.9647931	  1406	 1.00046933	 	 4.470	 4.480	 4.540	 4.500	 4.520	      	      	      	      	      	      	8029	098.76412	-22.96479
099.2645389	+05.5193897	  1407	 1.00047072	 	      	      	      	 6.860	 6.680	      	      	      	      	      	      	8121	099.26454	+05.51939
099.4279214	+16.3992522	  1408	 1.00047105	 	 1.970	 1.920	 1.920	 1.860	 1.870	 1.900	 1.900	      	      	      	      	8029	099.42792	+16.39925
099.4279214	+16.3992522	  1408	 1.00047105	 	 2.040	 1.940	 1.930	 1.870	      	      	      	      	      	      	      	8083	099.42792	+16.39925
099.4279214	+16.3992522	  1408	 1.00047105	 	      	      	      	      	      	 1.910	 1.890	 2.060	      	      	 1.890	8132	099.42792	+16.39925
099.8326097	+42.4888769	  1411	 1.00047174	 	 7.320	 6.020	 4.790	 3.890	 3.290	 2.790	 2.050	      	      	      	      	8029	099.83261	+42.48888
099.1709892	-19.2558792	  1412	 1.00047205	 	 5.960	 4.970	 3.920	 3.130	 2.620	 2.250	 1.600	      	      	      	      	8029	099.17099	-19.25588
099.1709892	-19.2558792	  1412	 1.00047205	 	      	      	      	      	      	 2.250	 1.610	 1.570	      	      	 1.740	8132	099.17099	-19.25588
098.7440828	-52.9756069	  1414	 1.00047306	 	      	      	      	 4.340	 4.200	      	      	      	      	      	      	8037	098.74408	-52.97561
099.4725906	-18.2374778	  1415	 1.00047442	 	 6.610	 5.570	 4.420	 3.560	 2.960	 2.540	 1.810	      	      	      	      	8029	099.47259	-18.23748
099.8196631	-14.1457636	  1416	 1.00047667	 	 7.980	 6.300	 4.810	 3.780	 3.050	      	      	      	      	      	      	8029	099.81966	-14.14576
099.4402972	-43.1959336	  1417	 1.00047670	 	 2.650	 3.060	 3.170	 3.170	 3.240	 3.390	 3.410	      	      	      	      	8029	099.44030	-43.19593
099.4402972	-43.1959336	  1417	 1.00047670	 	      	      	      	      	      	 3.300	 3.380	      	      	      	 3.370	8132	099.44030	-43.19593
100.4967956	+06.3454247	  1419	 1.00048099	 	 5.380	 6.320	 6.370	 6.300	 6.350	      	      	      	      	      	      	8029	100.49680	+06.34542
101.5588828	+59.4416700	  1420	 1.00048250	D	 5.020	 4.950	 4.870	 4.750	 4.720	      	      	      	      	      	      	8029	101.55888	+59.44167
100.9830250	+25.1311242	  1421	 1.00048329	 	 5.840	 4.380	 2.980	 2.020	 1.410	 0.990	 0.220	      	      	      	      	8029	100.98302	+25.13112
